"GHO (CODE)","GHO (DISPLAY)","GHO (URL)","DATASOURCE (CODE)","DATASOURCE (DISPLAY)","DATASOURCE (URL)","PUBLISHSTATE (CODE)","PUBLISHSTATE (DISPLAY)","PUBLISHSTATE (URL)","YEAR (CODE)","YEAR (DISPLAY)","YEAR (URL)","REGION (CODE)","REGION (DISPLAY)","REGION (URL)","COUNTRY (CODE)","COUNTRY (DISPLAY)","COUNTRY (URL)","RESIDENCEAREATYPE (CODE)","RESIDENCEAREATYPE (DISPLAY)","RESIDENCEAREATYPE (URL)","Display Value","Numeric","Low","High","StdErr","StdDev","Comments"
"FINPROTECTION_CATA_TOT_10_POP","Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844","FPSEN2001","source","","PUBLISHED","Published","","2001","2001","","AFR","Africa","","SEN","Senegal","","TOTL","Total","","1.60","1.60000","","","","",""
"FINPROTECTION_CATA_TOT_10_POP","Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844","FPSEN2001","source","","PUBLISHED","Published","","2001","2001","","AFR","Africa","","SEN","Senegal","","RUR","Rural","","1.93","1.93000","","","","",""
"FINPROTECTION_CATA_TOT_10_POP","Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844","FPSLE2003","source","","PUBLISHED","Published","","2003","2003","","AFR","Africa","","SLE","Sierra Leone","","URB","Urban","","12.52","12.52000","","","","",""
"FINPROTECTION_CATA_TOT_25_POP","Population with household expenditures on health greater than 25% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4845","FPSLE2003","source","","PUBLISHED","Published","","2003","2003","","AFR","Africa","","SLE","Sierra Leone","","TOTL","Total","","0.64","0.64000","","","","",""
"FINPROTECTION_CATA_TOT_25_POP","Population with household expenditures on health greater than 25% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4845","FPSLE2003","source","","PUBLISHED","Published","","2003","2003","","AFR","Africa","","SLE","Sierra Leone","","RUR","Rural","","0.63","0.63000","","","","",""
"FINPROTECTION_CATA_TOT_25_POP","Population with household expenditures on health greater than 25% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4845","FPSLE2003","source","","PUBLISHED","Published","","2003","2003","","AFR","Africa","","SLE","Sierra Leone","","URB","Urban","","0.66","0.66000","","","","",""
"FINPROTECTION_CATA_TOT_10_POP","Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844","FPSLV2014","source","","PUBLISHED","Published","","2014","2014","","AMR","Americas","","SLV","El Salvador","","TOTL","Total","","1.69","1.69000","","","","",""
"FINPROTECTION_CATA_TOT_10_POP","Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844","FPSLV2014","source","","PUBLISHED","Published","","2014","2014","","AMR","Americas","","SLV","El Salvador","","RUR","Rural","","2.56","2.56000","","","","",""
"FINPROTECTION_CATA_TOT_10_POP","Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844","FPSLV2014","source","","PUBLISHED","Published","","2014","2014","","AMR","Americas","","SLV","El Salvador","","URB","Urban","","1.17","1.17000","","","","",""
"FINPROTECTION_CATA_TOT_25_POP","Population with household expenditures on health greater than 25% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4845","FPSLV2014","source","","PUBLISHED","Published","","2014","2014","","AMR","Americas","","SLV","El Salvador","","TOTL","Total","","0.30","0.30000","","","","",""
"FINPROTECTION_CATA_TOT_10_POP","Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844","FPSRB2004","source","","PUBLISHED","Published","","2004","2004","","EUR","Europe","","SRB","Serbia","","TOTL","Total","","8.57","8.57000","","","","",""
"FINPROTECTION_CATA_TOT_10_POP","Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844","FPSRB2004","source","","PUBLISHED","Published","","2004","2004","","EUR","Europe","","SRB","Serbia","","RUR","Rural","","7.61","7.61000","","","","",""
"FINPROTECTION_CATA_TOT_25_POP","Population with household expenditures on health greater than 25% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4845","FPSRB2005","source","","PUBLISHED","Published","","2005","2005","","EUR","Europe","","SRB","Serbia","","URB","Urban","","2.60","2.60000","","","","",""
"FINPROTECTION_CATA_TOT_25_POP","Population with household expenditures on health greater than 25% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4845","FPSRB2007","source","","PUBLISHED","Published","","2007","2007","","EUR","Europe","","SRB","Serbia","","TOTL","Total","","1.44","1.44000","","","","",""
"FINPROTECTION_CATA_TOT_25_POP","Population with household expenditures on health greater than 25% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4845","FPSRB2007","source","","PUBLISHED","Published","","2007","2007","","EUR","Europe","","SRB","Serbia","","RUR","Rural","","1.14","1.14000","","","","",""
"FINPROTECTION_CATA_TOT_25_POP","Population with household expenditures on health greater than 25% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4845","FPSRB2007","source","","PUBLISHED","Published","","2007","2007","","EUR","Europe","","SRB","Serbia","","URB","Urban","","1.66","1.66000","","","","",""
"FINPROTECTION_CATA_TOT_10_POP","Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844","FPSRB2009","source","","PUBLISHED","Published","","2009","2009","","EUR","Europe","","SRB","Serbia","","URB","Urban","","8.61","8.61000","","","","",""
"FINPROTECTION_CATA_TOT_25_POP","Population with household expenditures on health greater than 25% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4845","FPSRB2009","source","","PUBLISHED","Published","","2009","2009","","EUR","Europe","","SRB","Serbia","","TOTL","Total","","0.65","0.65000","","","","",""
"FINPROTECTION_CATA_TOT_25_POP","Population with household expenditures on health greater than 25% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4845","FPSRB2009","source","","PUBLISHED","Published","","2009","2009","","EUR","Europe","","SRB","Serbia","","RUR","Rural","","0.58","0.58000","","","","",""
"FINPROTECTION_CATA_TOT_25_POP","Population with household expenditures on health greater than 25% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4845","FPSRB2009","source","","PUBLISHED","Published","","2009","2009","","EUR","Europe","","SRB","Serbia","","URB","Urban","","0.70","0.70000","","","","",""
"FINPROTECTION_CATA_TOT_10_POP","Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844","FPSRB2013","source","","PUBLISHED","Published","","2013","2013","","EUR","Europe","","SRB","Serbia","","TOTL","Total","","9.03","9.03000","","","","",""
"FINPROTECTION_CATA_TOT_10_POP","Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844","FPSRB2013","source","","PUBLISHED","Published","","2013","2013","","EUR","Europe","","SRB","Serbia","","RUR","Rural","","9.22","9.22000","","","","",""
"FINPROTECTION_CATA_TOT_10_POP","Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844","FPSRB2013","source","","PUBLISHED","Published","","2013","2013","","EUR","Europe","","SRB","Serbia","","URB","Urban","","8.74","8.74000","","","","",""
"FINPROTECTION_CATA_TOT_25_POP","Population with household expenditures on health greater than 25% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4845","FPSRB2013","source","","PUBLISHED","Published","","2013","2013","","EUR","Europe","","SRB","Serbia","","TOTL","Total","","0.83","0.83000","","","","",""
"FINPROTECTION_CATA_TOT_10_POP","Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844","FPSSD2009","source","","PUBLISHED","Published","","2009","2009","","AFR","Africa","","SSD","South Sudan","","TOTL","Total","","8.72","8.72000","","","","",""
"FINPROTECTION_CATA_TOT_10_POP","Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844","FPSSD2009","source","","PUBLISHED","Published","","2009","2009","","AFR","Africa","","SSD","South Sudan","","RUR","Rural","","7.70","7.70000","","","","",""
"FINPROTECTION_CATA_TOT_25_POP","Population with household expenditures on health greater than 25% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4845","FPSTP2000","source","","PUBLISHED","Published","","2000","2000","","AFR","Africa","","STP","Sao Tome and Principe","","URB","Urban","","1.12","1.12000","","","","",""
"FINPROTECTION_CATA_TOT_25_POP","Population with household expenditures on health greater than 25% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4845","FPSVK2004","source","","PUBLISHED","Published","","2004","2004","","EUR","Europe","","SVK","Slovakia","","TOTL","Total","","0.43","0.43000","","","","",""
"FINPROTECTION_CATA_TOT_25_POP","Population with household expenditures on health greater than 25% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4845","FPSVK2004","source","","PUBLISHED","Published","","2004","2004","","EUR","Europe","","SVK","Slovakia","","RUR","Rural","","0.29","0.29000","","","","",""
"FINPROTECTION_CATA_TOT_25_POP","Population with household expenditures on health greater than 25% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4845","FPSVK2004","source","","PUBLISHED","Published","","2004","2004","","EUR","Europe","","SVK","Slovakia","","URB","Urban","","0.53","0.53000","","","","",""
"FINPROTECTION_CATA_TOT_10_POP","Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844","FPSVK2006","source","","PUBLISHED","Published","","2006","2006","","EUR","Europe","","SVK","Slovakia","","URB","Urban","","4.47","4.47000","","","","",""
"FINPROTECTION_CATA_TOT_25_POP","Population with household expenditures on health greater than 25% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4845","FPSVK2006","source","","PUBLISHED","Published","","2006","2006","","EUR","Europe","","SVK","Slovakia","","TOTL","Total","","0.42","0.42000","","","","",""
"FINPROTECTION_CATA_TOT_25_POP","Population with household expenditures on health greater than 25% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4845","FPSVK2006","source","","PUBLISHED","Published","","2006","2006","","EUR","Europe","","SVK","Slovakia","","RUR","Rural","","0.39","0.39000","","","","",""
